"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSMUSG00000003809.4",0,-0.9034453,0.081,0.288,0,"neutrophil","ENSMUSG00000003809"
"ENSMUSG00000021870.2",0,-0.9035011,0.071,0.478,0,"neutrophil","ENSMUSG00000021870"
"ENSMUSG00000024538.5",0,-0.9036227,0.006,0.344,0,"neutrophil","ENSMUSG00000024538"
"ENSMUSG00000025314.2",0,-0.9036442,0.097,0.376,0,"neutrophil","ENSMUSG00000025314"
"ENSMUSG00000024168.5",0,-0.9036918,0.004,0.355,0,"neutrophil","ENSMUSG00000024168"
"ENSMUSG00000028405.3",0,-0.9036982,0.026,0.401,0,"neutrophil","ENSMUSG00000028405"
"ENSMUSG00000025487.1",0,-0.9037897,0.101,0.586,0,"neutrophil","ENSMUSG00000025487"
"ENSMUSG00000024063.5",0,-0.9037989,0.059,0.404,0,"neutrophil","ENSMUSG00000024063"
"ENSMUSG00000035637.4",0,-0.9038645,0.122,0.341,0,"neutrophil","ENSMUSG00000035637"
"ENSMUSG00000062825.5",0,-0.9042281,0.968,0.981,0,"neutrophil","ENSMUSG00000062825"
"ENSMUSG00000025364.2",0,-0.9043832,0.031,0.495,0,"neutrophil","ENSMUSG00000025364"
"ENSMUSG00000066979",0,-0.9044111,0.066,0.511,0,"neutrophil","ENSMUSG00000066979"
"ENSMUSG00000015002.2",0,-0.9049848,0.019,0.517,0,"neutrophil","ENSMUSG00000015002"
"ENSMUSG00000001249.5",0,-0.9050277,0.033,0.278,0,"neutrophil","ENSMUSG00000001249"
"ENSMUSG00000029162.4",0,-0.9051823,0.101,0.363,0,"neutrophil","ENSMUSG00000029162"
"ENSMUSG00000022185.1",0,-0.9055631,0.124,0.595,0,"neutrophil","ENSMUSG00000022185"
"ENSMUSG00000014959.2",0,-0.9061535,0.052,0.524,0,"neutrophil","ENSMUSG00000014959"
"ENSMUSG00000028760.1",0,-0.9062168,0.093,0.568,0,"neutrophil","ENSMUSG00000028760"
"ENSMUSG00000036620.4",0,-0.9063783,0.019,0.498,0,"neutrophil","ENSMUSG00000036620"
"ENSMUSG00000027236.1",0,-0.9073826,0.072,0.527,0,"neutrophil","ENSMUSG00000027236"
"ENSMUSG00000014077.4",0,-0.9074191,0.211,0.487,0,"neutrophil","ENSMUSG00000014077"
"ENSMUSG00000117310.5",0,-0.9076481,0.47,0.66,0,"neutrophil","ENSMUSG00000117310"
"ENSMUSG00000021453.4",0,-0.9079416,0.08,0.389,0,"neutrophil","ENSMUSG00000021453"
"ENSMUSG00000035011.1",0,-0.9079434,0.119,0.599,0,"neutrophil","ENSMUSG00000035011"
"ENSMUSG00000030275.3",0,-0.908144,0.103,0.561,0,"neutrophil","ENSMUSG00000030275"
"ENSMUSG00000021754.3",0,-0.9083284,0.109,0.463,0,"neutrophil","ENSMUSG00000021754"
"ENSMUSG00000019943.5",0,-0.9085101,0.458,0.736,0,"neutrophil","ENSMUSG00000019943"
"ENSMUSG00000016554.1",0,-0.9090907,0.055,0.551,0,"neutrophil","ENSMUSG00000016554"
"ENSMUSG00000043940.4",0,-0.9092095,0.089,0.506,0,"neutrophil","ENSMUSG00000043940"
"ENSMUSG00000008333.1",0,-0.9102774,0.025,0.517,0,"neutrophil","ENSMUSG00000008333"
"ENSMUSG00000038608.4",0,-0.9106656,0.066,0.368,0,"neutrophil","ENSMUSG00000038608"
"ENSMUSG00000043998.1",0,-0.9107453,0.046,0.528,0,"neutrophil","ENSMUSG00000043998"
"ENSMUSG00000028165.3",0,-0.9107847,0.12,0.576,0,"neutrophil","ENSMUSG00000028165"
"ENSMUSG00000041133",0,-0.910884,0.07,0.528,0,"neutrophil","ENSMUSG00000041133"
"ENSMUSG00000022427.2",0,-0.9109722,0.204,0.652,0,"neutrophil","ENSMUSG00000022427"
"ENSMUSG00000016344.3",0,-0.9110504,0.041,0.498,0,"neutrophil","ENSMUSG00000016344"
"ENSMUSG00000066324.3",0,-0.9116047,0.029,0.497,0,"neutrophil","ENSMUSG00000066324"
"ENSMUSG00000022752.3",0,-0.911659,0.042,0.47,0,"neutrophil","ENSMUSG00000022752"
"ENSMUSG00000075706.3",0,-0.9117821,0.225,0.614,0,"neutrophil","ENSMUSG00000075706"
"ENSMUSG00000054312.2",0,-0.9118437,0.158,0.59,0,"neutrophil","ENSMUSG00000054312"
"ENSMUSG00000022951.3",0,-0.9119382,0.025,0.411,0,"neutrophil","ENSMUSG00000022951"
"ENSMUSG00000051236.5",0,-0.9119495,0.007,0.391,0,"neutrophil","ENSMUSG00000051236"
"ENSMUSG00000072572.4",0,-0.9119776,0.06,0.377,0,"neutrophil","ENSMUSG00000072572"
"ENSMUSG00000032199.3",0,-0.9126136,0.024,0.519,0,"neutrophil","ENSMUSG00000032199"
"ENSMUSG00000065990.2",0,-0.9127368,0.176,0.615,0,"neutrophil","ENSMUSG00000065990"
"ENSMUSG00000044573.5",0,-0.912808,0.079,0.512,0,"neutrophil","ENSMUSG00000044573"
"ENSMUSG00000037197.2",0,-0.9132353,0.047,0.508,0,"neutrophil","ENSMUSG00000037197"
"ENSMUSG00000005583.4",0,-0.9132957,0.015,0.354,0,"neutrophil","ENSMUSG00000005583"
"ENSMUSG00000028759.2",0,-0.913669,0.103,0.542,0,"neutrophil","ENSMUSG00000028759"
"ENSMUSG00000019494.4",0,-0.9138551,0.062,0.518,0,"neutrophil","ENSMUSG00000019494"
"ENSMUSG00000015745.4",0,-0.9146363,0.005,0.441,0,"neutrophil","ENSMUSG00000015745"
"ENSMUSG00000037361.3",0,-0.9148085,0.215,0.65,0,"neutrophil","ENSMUSG00000037361"
"ENSMUSG00000024811.1",0,-0.9154148,0.073,0.567,0,"neutrophil","ENSMUSG00000024811"
"ENSMUSG00000027091.3",0,-0.9169904,0.105,0.538,0,"neutrophil","ENSMUSG00000027091"
"ENSMUSG00000041058.3",0,-0.9175734,0.028,0.447,0,"neutrophil","ENSMUSG00000041058"
"ENSMUSG00000074305.5",0,-0.9178955,0.055,0.455,0,"neutrophil","ENSMUSG00000074305"
"ENSMUSG00000018417.4",0,-0.9179268,0.038,0.326,0,"neutrophil","ENSMUSG00000018417"
"ENSMUSG00000028470.5",0,-0.9190074,0.088,0.483,0,"neutrophil","ENSMUSG00000028470"
"ENSMUSG00000039831.4",0,-0.9191998,0.011,0.436,0,"neutrophil","ENSMUSG00000039831"
"ENSMUSG00000026104.4",0,-0.9199142,0.107,0.463,0,"neutrophil","ENSMUSG00000026104"
"ENSMUSG00000018666.2",0,-0.9199663,0.054,0.521,0,"neutrophil","ENSMUSG00000018666"
"ENSMUSG00000021701.5",0,-0.9203808,0.146,0.446,0,"neutrophil","ENSMUSG00000021701"
"ENSMUSG00000028053.4",0,-0.9205773,0.165,0.619,0,"neutrophil","ENSMUSG00000028053"
"ENSMUSG00000027678.4",0,-0.921202,0.225,0.599,0,"neutrophil","ENSMUSG00000027678"
"ENSMUSG00000027680.1",0,-0.92124,0.076,0.549,0,"neutrophil","ENSMUSG00000027680"
"ENSMUSG00000032547.2",0,-0.9212404,0.01,0.424,0,"neutrophil","ENSMUSG00000032547"
"ENSMUSG00000002103.3",0,-0.9223334,0.031,0.379,0,"neutrophil","ENSMUSG00000002103"
"ENSMUSG00000021417.5",0,-0.9225796,0.083,0.473,0,"neutrophil","ENSMUSG00000021417"
"ENSMUSG00000050552.3",0,-0.9229915,0.201,0.613,0,"neutrophil","ENSMUSG00000050552"
"ENSMUSG00000029202.1",0,-0.9234446,0.105,0.581,0,"neutrophil","ENSMUSG00000029202"
"ENSMUSG00000074129.1",0,-0.923632,0.039,0.53,0,"neutrophil","ENSMUSG00000074129"
"ENSMUSG00000027613.4",0,-0.9238797,0.108,0.559,0,"neutrophil","ENSMUSG00000027613"
"ENSMUSG00000031886.5",0,-0.924019,0.028,0.23,0,"neutrophil","ENSMUSG00000031886"
"ENSMUSG00000057522.3",0,-0.9241276,0.188,0.614,0,"neutrophil","ENSMUSG00000057522"
"ENSMUSG00000029571.3",0,-0.9250238,0.055,0.518,0,"neutrophil","ENSMUSG00000029571"
"ENSMUSG00000078348.2",0,-0.925323,0.142,0.611,0,"neutrophil","ENSMUSG00000078348"
"ENSMUSG00000043131.4",0,-0.9258527,0.254,0.627,0,"neutrophil","ENSMUSG00000043131"
"ENSMUSG00000029472.2",0,-0.9259635,0.031,0.504,0,"neutrophil","ENSMUSG00000029472"
"ENSMUSG00000041408.1",0,-0.9260056,0.174,0.629,0,"neutrophil","ENSMUSG00000041408"
"ENSMUSG00000022799.5",0,-0.9261671,0.121,0.445,0,"neutrophil","ENSMUSG00000022799"
"ENSMUSG00000054008.3",0,-0.9268063,0.178,0.626,0,"neutrophil","ENSMUSG00000054008"
"ENSMUSG00000002332.5",0,-0.9271938,0.078,0.424,0,"neutrophil","ENSMUSG00000002332"
"ENSMUSG00000021238.5",0,-0.9273207,0.037,0.29,0,"neutrophil","ENSMUSG00000021238"
"ENSMUSG00000060904.4",0,-0.9274589,0.085,0.555,0,"neutrophil","ENSMUSG00000060904"
"ENSMUSG00000004451.3",0,-0.9280529,0.183,0.599,0,"neutrophil","ENSMUSG00000004451"
"ENSMUSG00000038762.1",0,-0.9284139,0.054,0.541,0,"neutrophil","ENSMUSG00000038762"
"ENSMUSG00000027303.2",0,-0.9284727,0.067,0.565,0,"neutrophil","ENSMUSG00000027303"
"ENSMUSG00000033004.2",0,-0.9288102,0.145,0.603,0,"neutrophil","ENSMUSG00000033004"
"ENSMUSG00000015759.1",0,-0.9289818,0.03,0.516,0,"neutrophil","ENSMUSG00000015759"
"ENSMUSG00000045996.3",0,-0.9293498,0.084,0.559,0,"neutrophil","ENSMUSG00000045996"
"ENSMUSG00000040433.1",0,-0.9298997,0.032,0.52,0,"neutrophil","ENSMUSG00000040433"
"ENSMUSG00000031683.3",0,-0.9302858,0.069,0.519,0,"neutrophil","ENSMUSG00000031683"
"ENSMUSG00000052921.5",0,-0.9304287,0.018,0.339,0,"neutrophil","ENSMUSG00000052921"
"ENSMUSG00000046546.5",0,-0.9308111,0.009,0.392,0,"neutrophil","ENSMUSG00000046546"
"ENSMUSG00000020022.3",0,-0.9311633,0.061,0.508,0,"neutrophil","ENSMUSG00000020022"
"ENSMUSG00000036093.4",0,-0.9311742,0.034,0.472,0,"neutrophil","ENSMUSG00000036093"
"ENSMUSG00000039286.1",0,-0.9312793,0.218,0.647,0,"neutrophil","ENSMUSG00000039286"
"ENSMUSG00000035268.4",0,-0.9315985,0.032,0.443,0,"neutrophil","ENSMUSG00000035268"
"ENSMUSG00000054455.1",0,-0.9320364,0.07,0.575,0,"neutrophil","ENSMUSG00000054455"
"ENSMUSG00000025261.2",0,-0.9321145,0.067,0.551,0,"neutrophil","ENSMUSG00000025261"
"ENSMUSG00000021102.4",0,-0.9322434,0.08,0.503,0,"neutrophil","ENSMUSG00000021102"
"ENSMUSG00000033307.3",0,-0.9324664,0.348,0.619,0,"neutrophil","ENSMUSG00000033307"
"ENSMUSG00000021610.3",0,-0.9325403,0.065,0.555,0,"neutrophil","ENSMUSG00000021610"
"ENSMUSG00000032667.1",0,-0.9325571,0.059,0.563,0,"neutrophil","ENSMUSG00000032667"
"ENSMUSG00000031068.2",0,-0.932739,0.039,0.539,0,"neutrophil","ENSMUSG00000031068"
"ENSMUSG00000026131.5",0,-0.9335771,0.038,0.453,0,"neutrophil","ENSMUSG00000026131"
"ENSMUSG00000030105.3",0,-0.9338174,0.095,0.582,0,"neutrophil","ENSMUSG00000030105"
"ENSMUSG00000017421.1",0,-0.9342884,0.159,0.634,0,"neutrophil","ENSMUSG00000017421"
"ENSMUSG00000041926.4",0,-0.9347836,0.091,0.54,0,"neutrophil","ENSMUSG00000041926"
"ENSMUSG00000062762.3",0,-0.935255,0.051,0.497,0,"neutrophil","ENSMUSG00000062762"
"ENSMUSG00000040028.2",0,-0.9356928,0.092,0.577,0,"neutrophil","ENSMUSG00000040028"
"ENSMUSG00000025203.5",0,-0.9368693,0.01,0.383,0,"neutrophil","ENSMUSG00000025203"
"ENSMUSG00000090862.1",0,-0.9378879,0.116,0.571,0,"neutrophil","ENSMUSG00000090862"
"ENSMUSG00000020377.3",0,-0.9379643,0.017,0.274,0,"neutrophil","ENSMUSG00000020377"
"ENSMUSG00000027580.4",0,-0.9381676,0.06,0.395,0,"neutrophil","ENSMUSG00000027580"
"ENSMUSG00000014504.1",0,-0.9385865,0.088,0.572,0,"neutrophil","ENSMUSG00000014504"
"ENSMUSG00000024387.1",0,-0.9388199,0.158,0.625,0,"neutrophil","ENSMUSG00000024387"
"ENSMUSG00000026509.3",0,-0.939209,0.011,0.492,0,"neutrophil","ENSMUSG00000026509"
"ENSMUSG00000038615.3",0,-0.9396686,0.053,0.551,0,"neutrophil","ENSMUSG00000038615"
"ENSMUSG00000029203.1",0,-0.939673,0.137,0.603,0,"neutrophil","ENSMUSG00000029203"
"ENSMUSG00000073490.4",0,-0.9399518,0.039,0.383,0,"neutrophil","ENSMUSG00000073490"
"ENSMUSG00000028249.4",0,-0.9404218,0.735,0.856,0,"neutrophil","ENSMUSG00000028249"
"ENSMUSG00000019782.1",0,-0.9424456,0.068,0.57,0,"neutrophil","ENSMUSG00000019782"
"ENSMUSG00000020859.4",0,-0.9429789,0.331,0.699,0,"neutrophil","ENSMUSG00000020859"
"ENSMUSG00000032440.4",0,-0.943111,0.12,0.54,0,"neutrophil","ENSMUSG00000032440"
"ENSMUSG00000051234",0,-0.9431201,0.102,0.609,0,"neutrophil","ENSMUSG00000051234"
"ENSMUSG00000021814.2",0,-0.9431657,0.079,0.566,0,"neutrophil","ENSMUSG00000021814"
"ENSMUSG00000003528.5",0,-0.9432628,0.039,0.35,0,"neutrophil","ENSMUSG00000003528"
"ENSMUSG00000049807.5",0,-0.9433606,0.031,0.381,0,"neutrophil","ENSMUSG00000049807"
"ENSMUSG00000020708.1",0,-0.9434063,0.067,0.577,0,"neutrophil","ENSMUSG00000020708"
"ENSMUSG00000062647.1",0,-0.9434994,0.063,0.54,0,"neutrophil","ENSMUSG00000062647"
"ENSMUSG00000030754.1",0,-0.9436156,0.098,0.576,0,"neutrophil","ENSMUSG00000030754"
"ENSMUSG00000049791.5",0,-0.9438006,0.006,0.374,0,"neutrophil","ENSMUSG00000049791"
"ENSMUSG00000028343.2",0,-0.9442816,0.075,0.556,0,"neutrophil","ENSMUSG00000028343"
"ENSMUSG00000027775.4",0,-0.9443058,0.066,0.532,0,"neutrophil","ENSMUSG00000027775"
"ENSMUSG00000047446.4",0,-0.9452022,0.031,0.458,0,"neutrophil","ENSMUSG00000047446"
"ENSMUSG00000004268.2",0,-0.945985,0.093,0.593,0,"neutrophil","ENSMUSG00000004268"
"ENSMUSG00000020023.5",0,-0.9461161,0.01,0.439,0,"neutrophil","ENSMUSG00000020023"
"ENSMUSG00000029462",0,-0.9462142,0.181,0.652,0,"neutrophil","ENSMUSG00000029462"
"ENSMUSG00000014329.5",0,-0.9462301,0.006,0.178,0,"neutrophil","ENSMUSG00000014329"
"ENSMUSG00000028737.5",0,-0.9465772,0.034,0.235,0,"neutrophil","ENSMUSG00000028737"
"ENSMUSG00000031176.3",0,-0.9466061,0.034,0.535,0,"neutrophil","ENSMUSG00000031176"
"ENSMUSG00000026021.1",0,-0.9472963,0.209,0.662,0,"neutrophil","ENSMUSG00000026021"
"ENSMUSG00000055538.4",0,-0.9474213,0.012,0.497,0,"neutrophil","ENSMUSG00000055538"
"ENSMUSG00000037234.2",0,-0.9474742,0.164,0.627,0,"neutrophil","ENSMUSG00000037234"
"ENSMUSG00000013622.4",0,-0.9477694,0.065,0.57,0,"neutrophil","ENSMUSG00000013622"
"ENSMUSG00000062963.2",0,-0.9481979,0.093,0.558,0,"neutrophil","ENSMUSG00000062963"
"ENSMUSG00000040562.5",0,-0.9482522,0.03,0.34,0,"neutrophil","ENSMUSG00000040562"
"ENSMUSG00000030879.1",0,-0.9494752,0.098,0.567,0,"neutrophil","ENSMUSG00000030879"
"ENSMUSG00000030161.4",0,-0.9495549,0.043,0.505,0,"neutrophil","ENSMUSG00000030161"
"ENSMUSG00000028800.4",0,-0.9496551,0.075,0.543,0,"neutrophil","ENSMUSG00000028800"
"ENSMUSG00000033610.5",0,-0.949687,0.059,0.289,0,"neutrophil","ENSMUSG00000033610"
"ENSMUSG00000002748.1",0,-0.9498659,0.077,0.561,0,"neutrophil","ENSMUSG00000002748"
"ENSMUSG00000022193.3",0,-0.9498792,0.178,0.618,0,"neutrophil","ENSMUSG00000022193"
"ENSMUSG00000009575.2",0,-0.9502247,0.019,0.425,0,"neutrophil","ENSMUSG00000009575"
"ENSMUSG00000010797.5",0,-0.9505107,0.005,0.253,0,"neutrophil","ENSMUSG00000010797"
"ENSMUSG00000033047.2",0,-0.9505297,0.047,0.541,0,"neutrophil","ENSMUSG00000033047"
"ENSMUSG00000021996.5",0,-0.9507597,0.4,0.731,0,"neutrophil","ENSMUSG00000021996"
"ENSMUSG00000091896.1",0,-0.9515438,0.268,0.716,0,"neutrophil","ENSMUSG00000091896"
"ENSMUSG00000025880.3",0,-0.9516746,0.105,0.511,0,"neutrophil","ENSMUSG00000025880"
"ENSMUSG00000045658.5",0,-0.9517621,0.029,0.312,0,"neutrophil","ENSMUSG00000045658"
"ENSMUSG00000021737.1",0,-0.9518233,0.064,0.568,0,"neutrophil","ENSMUSG00000021737"
"ENSMUSG00000005575.1",0,-0.9518811,0.15,0.61,0,"neutrophil","ENSMUSG00000005575"
"ENSMUSG00000055436.1",0,-0.9519464,0.149,0.63,0,"neutrophil","ENSMUSG00000055436"
"ENSMUSG00000061436.5",0,-0.9520449,0.025,0.508,0,"neutrophil","ENSMUSG00000061436"
"ENSMUSG00000026727.1",0,-0.9523008,0.103,0.587,0,"neutrophil","ENSMUSG00000026727"
"ENSMUSG00000024975.5",0,-0.9534764,0.088,0.446,0,"neutrophil","ENSMUSG00000024975"
"ENSMUSG00000031482.5",0,-0.9541448,0.065,0.256,0,"neutrophil","ENSMUSG00000031482"
"ENSMUSG00000017291.1",0,-0.9542079,0.237,0.678,0,"neutrophil","ENSMUSG00000017291"
"ENSMUSG00000024587.3",0,-0.9545419,0.097,0.565,0,"neutrophil","ENSMUSG00000024587"
"ENSMUSG00000027067",0,-0.9547199,0.022,0.51,0,"neutrophil","ENSMUSG00000027067"
"ENSMUSG00000031198.5",0,-0.9550626,0.032,0.507,0,"neutrophil","ENSMUSG00000031198"
"ENSMUSG00000040774.4",0,-0.955435,0.085,0.551,0,"neutrophil","ENSMUSG00000040774"
"ENSMUSG00000001211.3",0,-0.9559258,0.04,0.506,0,"neutrophil","ENSMUSG00000001211"
"ENSMUSG00000000171.2",0,-0.9562716,0.128,0.537,0,"neutrophil","ENSMUSG00000000171"
"ENSMUSG00000025499.4",0,-0.9565024,0.071,0.552,0,"neutrophil","ENSMUSG00000025499"
"ENSMUSG00000017776.3",0,-0.9568654,0.215,0.657,0,"neutrophil","ENSMUSG00000017776"
"ENSMUSG00000028648.4",0,-0.9569487,0.127,0.581,0,"neutrophil","ENSMUSG00000028648"
"ENSMUSG00000005417.4",0,-0.9578458,0.033,0.482,0,"neutrophil","ENSMUSG00000005417"
"ENSMUSG00000027170.1",0,-0.9579655,0.067,0.575,0,"neutrophil","ENSMUSG00000027170"
"ENSMUSG00000026466.2",0,-0.9582617,0.195,0.637,0,"neutrophil","ENSMUSG00000026466"
"ENSMUSG00000021413.1",0,-0.9584294,0.067,0.564,0,"neutrophil","ENSMUSG00000021413"
"ENSMUSG00000087260.1",0,-0.9588974,0.098,0.615,0,"neutrophil","ENSMUSG00000087260"
"ENSMUSG00000049517.2",0,-0.9592072,0.08,0.559,0,"neutrophil","ENSMUSG00000049517"
"ENSMUSG00000098188.4",0,-0.9594071,0.03,0.348,0,"neutrophil","ENSMUSG00000098188"
"ENSMUSG00000030104.5",0,-0.9595944,0.159,0.503,0,"neutrophil","ENSMUSG00000030104"
"ENSMUSG00000090877.1",0,-0.9596843,0.021,0.359,0,"neutrophil","ENSMUSG00000090877"
"ENSMUSG00000029198.4",0,-0.9600978,0.125,0.528,0,"neutrophil","ENSMUSG00000029198"
"ENSMUSG00000038007.5",0,-0.9612125,0.01,0.354,0,"neutrophil","ENSMUSG00000038007"
"ENSMUSG00000010095.4",0,-0.9612314,0.283,0.682,0,"neutrophil","ENSMUSG00000010095"
"ENSMUSG00000024978.5",0,-0.9616812,0.022,0.257,0,"neutrophil","ENSMUSG00000024978"
"ENSMUSG00000000567.4",0,-0.9624723,0.009,0.171,0,"neutrophil","ENSMUSG00000000567"
"ENSMUSG00000021036.3",0,-0.9625876,0.137,0.585,0,"neutrophil","ENSMUSG00000021036"
"ENSMUSG00000032042.3",0,-0.9631939,0.126,0.589,0,"neutrophil","ENSMUSG00000032042"
"ENSMUSG00000029684.3",0,-0.9637421,0.038,0.531,0,"neutrophil","ENSMUSG00000029684"
"ENSMUSG00000021910.1",0,-0.9639965,0.264,0.697,0,"neutrophil","ENSMUSG00000021910"
"ENSMUSG00000003380.3",0,-0.9642238,0.414,0.781,0,"neutrophil","ENSMUSG00000003380"
"ENSMUSG00000096145.4",0,-0.9646708,0.038,0.446,0,"neutrophil","ENSMUSG00000096145"
"ENSMUSG00000001418.1",0,-0.9653171,0.084,0.599,0,"neutrophil","ENSMUSG00000001418"
"ENSMUSG00000017843.2",0,-0.9660388,0.131,0.615,0,"neutrophil","ENSMUSG00000017843"
"ENSMUSG00000022971.4",0,-0.9662306,0.169,0.589,0,"neutrophil","ENSMUSG00000022971"
"ENSMUSG00000019505.3",0,-0.9662556,0.698,0.858,0,"neutrophil","ENSMUSG00000019505"
"ENSMUSG00000033379.3",0,-0.9664566,0.498,0.814,0,"neutrophil","ENSMUSG00000033379"
"ENSMUSG00000039585.5",0,-0.9667748,0.026,0.32,0,"neutrophil","ENSMUSG00000039585"
"ENSMUSG00000038178.3",0,-0.9679988,0.098,0.501,0,"neutrophil","ENSMUSG00000038178"
"ENSMUSG00000024900.3",0,-0.9686283,0.088,0.49,0,"neutrophil","ENSMUSG00000024900"
"ENSMUSG00000070473.5",0,-0.9690828,0.032,0.224,0,"neutrophil","ENSMUSG00000070473"
"ENSMUSG00000028809.2",0,-0.9691599,0.128,0.609,0,"neutrophil","ENSMUSG00000028809"
"ENSMUSG00000023068.3",0,-0.9694314,0.034,0.549,0,"neutrophil","ENSMUSG00000023068"
"ENSMUSG00000028494.5",0,-0.9694396,0.577,0.79,0,"neutrophil","ENSMUSG00000028494"
"ENSMUSG00000038374.1",0,-0.9712576,0.136,0.63,0,"neutrophil","ENSMUSG00000038374"
"ENSMUSG00000028851.2",0,-0.9716894,0.047,0.518,0,"neutrophil","ENSMUSG00000028851"
"ENSMUSG00000006589.3",0,-0.9721149,0.138,0.491,0,"neutrophil","ENSMUSG00000006589"
"ENSMUSG00000034345.2",0,-0.9721726,0.122,0.612,0,"neutrophil","ENSMUSG00000034345"
"ENSMUSG00000001924.1",0,-0.9724466,0.135,0.615,0,"neutrophil","ENSMUSG00000001924"
"ENSMUSG00000032288.2",0,-0.9728475,0.046,0.565,0,"neutrophil","ENSMUSG00000032288"
"ENSMUSG00000003402.1",0,-0.9732873,0.034,0.548,0,"neutrophil","ENSMUSG00000003402"
"ENSMUSG00000034781.4",0,-0.9739451,0.024,0.494,0,"neutrophil","ENSMUSG00000034781"
"ENSMUSG00000053560.3",0,-0.9740924,0.674,0.773,0,"neutrophil","ENSMUSG00000053560"
"ENSMUSG00000009863.2",0,-0.9742364,0.145,0.591,0,"neutrophil","ENSMUSG00000009863"
"ENSMUSG00000038776.4",0,-0.9743189,0.036,0.396,0,"neutrophil","ENSMUSG00000038776"
"ENSMUSG00000024386.5",0,-0.9749975,0.086,0.283,0,"neutrophil","ENSMUSG00000024386"
"ENSMUSG00000023861.4",0,-0.9758061,0.319,0.582,0,"neutrophil","ENSMUSG00000023861"
"ENSMUSG00000060591.4",0,-0.9758172,0.93,0.971,0,"neutrophil","ENSMUSG00000060591"
"ENSMUSG00000063065.2",0,-0.9767008,0.166,0.614,0,"neutrophil","ENSMUSG00000063065"
"ENSMUSG00000020422.4",0,-0.9779184,0.027,0.486,0,"neutrophil","ENSMUSG00000020422"
"ENSMUSG00000059291.2",0,-0.9781581,0.065,0.545,0,"neutrophil","ENSMUSG00000059291"
"ENSMUSG00000022817.3",0,-0.9782436,0.016,0.399,0,"neutrophil","ENSMUSG00000022817"
"ENSMUSG00000001472.1",0,-0.9783594,0.216,0.684,0,"neutrophil","ENSMUSG00000001472"
"ENSMUSG00000004642.2",0,-0.97845,0.086,0.521,0,"neutrophil","ENSMUSG00000004642"
"ENSMUSG00000031353.3",0,-0.9785087,0.03,0.494,0,"neutrophil","ENSMUSG00000031353"
"ENSMUSG00000034807.3",0,-0.9791556,0.032,0.486,0,"neutrophil","ENSMUSG00000034807"
"ENSMUSG00000021843.4",0,-0.9794588,0.011,0.48,0,"neutrophil","ENSMUSG00000021843"
"ENSMUSG00000060992.3",0,-0.9798863,0.09,0.543,0,"neutrophil","ENSMUSG00000060992"
"ENSMUSG00000045160.4",0,-0.9800414,0.13,0.449,0,"neutrophil","ENSMUSG00000045160"
"ENSMUSG00000032014.5",0,-0.9811708,0.037,0.308,0,"neutrophil","ENSMUSG00000032014"
"ENSMUSG00000018501.1",0,-0.9817272,0.406,0.781,0,"neutrophil","ENSMUSG00000018501"
"ENSMUSG00000017188.3",0,-0.981729,0.105,0.595,0,"neutrophil","ENSMUSG00000017188"
"ENSMUSG00000020009.4",0,-0.9817982,0.281,0.576,0,"neutrophil","ENSMUSG00000020009"
"ENSMUSG00000007880.1",0,-0.981859,0.189,0.668,0,"neutrophil","ENSMUSG00000007880"
"ENSMUSG00000041203.2",0,-0.9821196,0.278,0.719,0,"neutrophil","ENSMUSG00000041203"
"ENSMUSG00000015341.4",0,-0.9825879,0.068,0.582,0,"neutrophil","ENSMUSG00000015341"
"ENSMUSG00000028713.5",0,-0.9834734,0.006,0.295,0,"neutrophil","ENSMUSG00000028713"
"ENSMUSG00000022365.4",0,-0.9835587,0.209,0.635,0,"neutrophil","ENSMUSG00000022365"
"ENSMUSG00000045092.5",0,-0.9844452,0.013,0.38,0,"neutrophil","ENSMUSG00000045092"
"ENSMUSG00000030760.3",0,-0.9853201,0.039,0.531,0,"neutrophil","ENSMUSG00000030760"
"ENSMUSG00000052459.4",0,-0.9854954,0.223,0.652,0,"neutrophil","ENSMUSG00000052459"
"ENSMUSG00000046916.5",0,-0.9856631,0.006,0.295,0,"neutrophil","ENSMUSG00000046916"
"ENSMUSG00000032381.4",0,-0.9858465,0.064,0.525,0,"neutrophil","ENSMUSG00000032381"
"ENSMUSG00000023044.5",0,-0.9859218,0.064,0.265,0,"neutrophil","ENSMUSG00000023044"
"ENSMUSG00000022769.4",0,-0.9863054,0.032,0.466,0,"neutrophil","ENSMUSG00000022769"
"ENSMUSG00000020250.4",0,-0.9863318,0.212,0.559,0,"neutrophil","ENSMUSG00000020250"
"ENSMUSG00000015575.3",0,-0.9866707,0.602,0.866,0,"neutrophil","ENSMUSG00000015575"
"ENSMUSG00000005625.2",0,-0.9866877,0.169,0.647,0,"neutrophil","ENSMUSG00000005625"
"ENSMUSG00000026003.5",0,-0.98682,0.111,0.55,0,"neutrophil","ENSMUSG00000026003"
"ENSMUSG00000039640.4",0,-0.9868867,0.068,0.526,0,"neutrophil","ENSMUSG00000039640"
"ENSMUSG00000038371.5",0,-0.9869586,0.015,0.526,0,"neutrophil","ENSMUSG00000038371"
"ENSMUSG00000079426.5",0,-0.987187,0.314,0.649,0,"neutrophil","ENSMUSG00000079426"
"ENSMUSG00000058258.4",0,-0.9873455,0.039,0.281,0,"neutrophil","ENSMUSG00000058258"
